2.884348767248566259e-01;4.923659641982982005e-01;1.129159890035872582e+00
1.598788010091429346e+00;2.075049562558801686e+00;1.003280970946263118e+00
2.514119214944905423e+00;2.478555230327800007e+00;3.526461153914512980e+00
6.665008599615043217e+00;8.214519641401865968e+00;-5.593388353595210916e+00
1.882591014232321003e+00;1.125361065128900506e+01;2.244654125568256120e+01
2.967512546761500758e+01;9.924046588041955275e+00;2.142477606026988468e+01
3.554197997904618944e+01;-1.482936225112211126e+01;-7.852434070794160448e+00
-1.582799130670240473e+01;-2.891840894137366558e+00;3.134312812791625991e+00
3.083654700067326004e+00;2.949252769367251670e+00;-3.372208987591060581e+00
3.082643189544852280e+00;-5.901962902777948550e+00;-3.521478512450684661e+00
2.224810523526341011e-01;-3.385138326556223376e+00;5.857375942737341745e-02
