5.915842286260073468e-01;1.230548150588135714e+00;1.847141451116376398e+00
2.720855696828917480e+00;2.594662651319875390e+00;2.837925548027436573e+00
3.299103997315693704e+00;4.191349880310395903e+00;9.780693830913666176e+00
9.997369185451335127e+00;-3.336813223698942732e+00;1.000452832888196575e+01
2.866914093387137541e+01;3.508112056992614214e+01;2.810962776796526441e+01
2.831587684695705320e+01;9.853742084944844493e+00;-8.706386022580220541e+00
-1.764399216989856711e+01;-4.167030533475398357e+01;-3.316919592760464663e+00
3.033137281496739224e+00;2.758884596434314496e+00;-3.767796353577886670e+00
1.176776034564744666e+00;6.205788139880397125e-01;3.463864514715210285e-01
1.883284035256460598e-01;3.687422639876295483e-01;3.432742941599704611e-01
